"ITTER107","Territorio","TIPO_DATO_ISTR","Tipo dato","SEXISTAT1","Sesso","CITTADINANZA","Cittadinanza","ORDINESCOL2","Ordine scolastico","NATGIUR1","Gestione della scuola","TIPO_SCUOLA2","Tipo di scuola superiore","TIME","Seleziona anno (anno t= anno sc. t-1 / t)","Value","Flag Codes","Flags"
"ITF2","Molise","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",9,,
"ITC3","Liguria","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","VOC_OTH","altri istituti professionali","2019","2019",4,,
"ITE4","Lazio","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",13688,,
"ITD","Nord-est","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","TECH","altri istituti tecnici","2019","2019",138,,
"ITF1","Abruzzo","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ART","istituto d arte","2019","2019",7,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","CLA","liceo classico","2019","2019",59,,
"ITE2","Umbria","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","INDU","istituto tecnico industriale","2019","2019",242,,
"IT","Italia","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","CLA","liceo classico","2019","2019",267619,,
"ITE","Centro","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","SCI","liceo scientifico","2019","2019",3528,,
"ITD3","Veneto","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","SCI","liceo scientifico","2019","2019",1779,,
"ITF2","Molise","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",796,,
"ITE1","Toscana","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",479,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",451,,
"ITC4","Lombardia","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",623,,
"ITC","Nord-ovest","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","SCI","liceo scientifico","2019","2019",80017,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","SCI","liceo scientifico","2019","2019",386,,
"ITD3","Veneto","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","SCI","liceo scientifico","2019","2019",2247,,
"ITF","Sud","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",198,,
"ITF","Sud","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","CLA","liceo classico","2019","2019",688,,
"ITF","Sud","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","SCI","liceo scientifico","2019","2019",3210,,
"ITE2","Umbria","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",308,,
"ITC1","Piemonte","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","COMM","istituto tecnico commerciale","2019","2019",5,,
"IT","Italia","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ARTI","liceo artistico","2019","2019",824,,
"ITE3","Marche","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",27,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","ALL","totale","2019","2019",2017,,
"ITE3","Marche","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",397,,
"ITC","Nord-ovest","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ARTI","liceo artistico","2019","2019",1513,,
"ITD","Nord-est","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","TECH","altri istituti tecnici","2019","2019",32,,
"ITD3","Veneto","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","STA","statale","SCI","liceo scientifico","2019","2019",34073,,
"ITF2","Molise","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","SCI","liceo scientifico","2019","2019",1524,,
"ITC3","Liguria","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","COMM","istituto tecnico commerciale","2019","2019",19,,
"ITF2","Molise","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",33,,
"ITD","Nord-est","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ARTI","liceo artistico","2019","2019",23,,
"ITF1","Abruzzo","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",2004,,
"ITF2","Molise","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","IND","istituto professionale per l'industria e l'artigianato","2019","2019",63,,
"IT","Italia","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COM","istituto professionale per i servizi commerciali","2019","2019",7772,,
"ITD","Nord-est","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","COM","istituto professionale per i servizi commerciali","2019","2019",1169,,
"IT","Italia","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","STA","statale","ART","istituto d arte","2019","2019",3192,,
"ITE","Centro","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",324,,
"ITD1","Provincia Autonoma Bolzano / Bozen","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","CLA","liceo classico","2019","2019",104,,
"ITD5","Emilia-Romagna","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","COMM","istituto tecnico commerciale","2019","2019",2899,,
"ITF3","Campania","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",596,,
"ITE2","Umbria","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","STA","statale","SUR","istituto tecnico per geometri","2019","2019",4,,
"ITE3","Marche","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",131,,
"ITD4","Friuli-Venezia Giulia","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",9,,
"ITE2","Umbria","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",1283,,
"ITD5","Emilia-Romagna","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","COMM","istituto tecnico commerciale","2019","2019",1188,,
"ITF3","Campania","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","ART","istituto d arte","2019","2019",1,,
"ITC4","Lombardia","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","CLA","liceo classico","2019","2019",24438,,
"ITF","Sud","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",145,,
"ITF2","Molise","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","ALL","totale","2019","2019",13493,,
"ITE3","Marche","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","TECH","altri istituti tecnici","2019","2019",9,,
"IT","Italia","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","ALL","totale","2019","2019",98729,,
"ITC4","Lombardia","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","LIN","liceo linguistico","2019","2019",230,,
"ITD4","Friuli-Venezia Giulia","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","ALL","totale","2019","2019",23042,,
"ITE","Centro","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",3116,,
"ITF2","Molise","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",63,,
"ITF3","Campania","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","CLA","liceo classico","2019","2019",656,,
"ITD4","Friuli-Venezia Giulia","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",257,,
"ITDA","Trentino Alto Adige / Südtirol","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","SCI","liceo scientifico","2019","2019",10,,
"ITF3","Campania","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",56,,
"ITC","Nord-ovest","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","STA","statale","ARTI","liceo artistico","2019","2019",1088,,
"ITD5","Emilia-Romagna","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB","pubblica","VOC_OTH","altri istituti professionali","2019","2019",616,,
"IT","Italia","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",272319,,
"ITD","Nord-est","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","SCI","liceo scientifico","2019","2019",68,,
"ITF3","Campania","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","ARTI","liceo artistico","2019","2019",24,,
"IT","Italia","ENR","iscritti ","M","maschi","ITL","italiano-a","UPP","secondaria II grado","PUB","pubblica","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",87970,,
"ITF3","Campania","REPT","ripetenti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PRI","privata","INDU","istituto tecnico industriale","2019","2019",222,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",226,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","T","totale","ITL","italiano-a","UPP","secondaria II grado","PRI","privata","CLA","liceo classico","2019","2019",204,,
"ITF3","Campania","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",1936,,
"ITD3","Veneto","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PRI","privata","INDU","istituto tecnico industriale","2019","2019",5,,
"ITD5","Emilia-Romagna","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","PSY","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","2019","2019",708,,
"ITC","Nord-ovest","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","SUR","istituto tecnico per geometri","2019","2019",420,,
"IT","Italia","SCHO","scuole","T","totale","TOTAL","totale","UPP","secondaria II grado","ALL","totale","SUR","istituto tecnico per geometri","2019","2019",185,,
"ITD2","Provincia Autonoma Trento","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",2336,,
"ITC4","Lombardia","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","LIN","liceo linguistico","2019","2019",32,,
"ITF","Sud","CLAS","classi","T","totale","TOTAL","totale","UPP","secondaria II grado","PRI","privata","CLA","liceo classico","2019","2019",88,,
"ITF2","Molise","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","STA","statale","IND","istituto professionale per l'industria e l'artigianato","2019","2019",24,,
"ITDA","Trentino Alto Adige / Südtirol","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","PUB_NSTA","non statale pubblica","SCI","liceo scientifico","2019","2019",3975,,
"ITDA","Trentino Alto Adige / Südtirol","REPT","ripetenti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","SUR","istituto tecnico per geometri","2019","2019",16,,
"ITC3","Liguria","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","VOC_OTH","altri istituti professionali","2019","2019",19,,
"ITE4","Lazio","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ART","istituto d arte","2019","2019",254,,
"ITD3","Veneto","ENR","iscritti ","M","maschi","TOTAL","totale","UPP","secondaria II grado","ALL","totale","VOC_OTH","altri istituti professionali","2019","2019",4008,,
"ITD5","Emilia-Romagna","REPT","ripetenti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","CLA","liceo classico","2019","2019",317,,
"ITE","Centro","ENR","iscritti ","F","femmine","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","COMM","istituto tecnico commerciale","2019","2019",26459,,
"ITE1","Toscana","ENR","iscritti ","T","totale","FRG","straniero-a","UPP","secondaria II grado","STA","statale","SUR","istituto tecnico per geometri","2019","2019",337,,
"ITE4","Lazio","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","PRI","privata","ALL","totale","2019","2019",366,,
"ITE3","Marche","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","HOT","istituto professionale per i servizi alberghieri e ristorazione","2019","2019",5566,,
"ITC","Nord-ovest","ENR","iscritti ","F","femmine","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","VOC_OTH","altri istituti professionali","2019","2019",791,,
"ITE3","Marche","ENR","iscritti ","T","totale","TOTAL","totale","UPP","secondaria II grado","PUB","pubblica","ARTI","liceo artistico","2019","2019",132,,
"ITD5","Emilia-Romagna","ENR","iscritti ","M","maschi","FRG","straniero-a","UPP","secondaria II grado","ALL","totale","SCI","liceo scientifico","2019","2019",935,,
"ITD1","Provincia Autonoma Bolzano / Bozen","ENR","iscritti ","F","femmine","ITL","italiano-a","UPP","secondaria II grado","ALL","totale","SCI","liceo scientifico","2019","2019",1517,,
